edge_id,source_node_id,target_node_id,length,car,car_reverse,bike,bike_reverse,foot
78902,197,405,45,6,4,2,5,3
78903,197,406,47,4,4,6,5,5
78904,197,407,88,1,6,5,6,3
78905,197,408,89,6,1,1,2,3
78906,197,409,60,5,3,3,1,5
78907,197,410,82,1,4,5,1,3
78908,197,411,57,3,5,3,2,6
78909,197,412,42,5,4,5,1,4
78910,197,413,9,3,3,5,4,1
78911,197,414,72,6,3,4,5,2
78912,197,415,98,1,6,4,1,4
78913,197,416,92,4,5,6,3,3
78914,197,417,22,4,1,5,3,6
78915,197,418,47,4,4,3,1,2
78916,197,419,18,5,3,1,4,2
78917,197,420,16,1,3,4,4,5
78918,197,421,97,3,5,1,3,2
78919,197,422,9,1,1,4,5,2
78920,197,423,53,6,2,6,2,3
78921,197,424,6,3,5,2,4,5
78922,197,425,57,4,1,1,3,6
78923,197,426,21,6,6,3,4,6
78924,197,427,28,3,5,5,6,3
78925,197,428,91,2,1,3,6,1
78926,197,429,95,6,6,6,2,2
78927,197,430,8,1,5,4,1,4
78928,197,431,82,5,5,1,5,6
78929,197,432,90,6,4,6,3,3
78930,197,433,96,6,6,4,5,5
78931,197,434,63,1,6,6,6,4
78932,197,435,87,5,2,2,3,4
78933,197,436,79,2,4,1,6,4
78934,197,437,47,4,5,5,3,3
78935,197,438,8,6,3,1,5,6
78936,197,439,78,5,1,2,5,3
78937,197,440,56,5,5,4,3,6
78938,197,441,82,2,1,4,6,3
78939,197,442,99,1,4,4,1,1
78940,197,443,10,4,6,5,2,6
78941,197,444,64,6,3,5,5,5
78942,197,445,51,6,4,1,1,1
78943,197,446,62,1,4,2,1,3
78944,197,447,11,6,3,6,6,4
78945,197,448,19,2,6,4,1,3
78946,197,449,1,6,1,4,1,3
78947,197,450,30,4,4,5,6,5
78948,197,451,8,4,6,6,2,2
78949,197,452,63,3,1,1,6,1
78950,197,453,91,3,4,4,4,4
78951,197,454,94,1,4,6,4,6
78952,197,455,83,1,2,1,3,2
78953,197,456,27,2,5,1,5,3
78954,197,457,22,6,3,3,4,1
78955,197,458,61,1,6,4,1,2
78956,197,459,10,2,2,6,1,2
78957,197,460,53,2,6,5,5,6
78958,197,461,91,5,6,5,6,1
78959,197,462,72,5,4,3,3,4
78960,197,463,10,6,1,2,2,3
78961,197,464,27,5,1,1,4,4
78962,197,465,72,2,3,2,2,6
78963,197,466,72,6,6,1,1,6
78964,197,467,61,4,5,2,6,4
78965,197,468,35,6,3,3,5,2
78966,197,469,1,4,1,5,2,6
78967,197,470,15,4,3,2,3,2
78968,197,471,38,1,1,3,5,1
78969,197,472,57,3,5,6,4,1
78970,197,473,37,5,3,5,3,2
78971,197,474,31,3,5,2,6,3
78972,197,475,98,2,2,2,3,4
78973,197,476,78,6,1,4,5,4
78974,197,477,11,5,5,6,5,5
78975,197,478,29,5,2,5,1,6
78976,197,479,79,3,4,2,5,3
78977,197,480,7,4,5,5,5,5
78978,197,481,90,5,5,2,1,1
78979,197,482,60,1,5,3,4,1
78980,197,483,72,6,1,1,6,5
78981,197,484,48,4,4,3,1,5
78982,197,485,2,1,2,2,2,1
78983,197,486,37,3,1,1,2,4
78984,197,487,31,3,3,2,2,6
78985,197,488,84,3,4,5,3,3
78986,197,489,93,3,5,1,5,2
78987,197,490,27,1,5,2,1,5
78988,197,491,56,6,4,2,3,2
78989,197,492,46,3,6,4,5,3
78990,197,493,86,4,4,2,5,6
78991,197,494,19,3,3,2,2,2
78992,197,495,91,5,5,5,3,4
78993,197,496,72,3,5,1,4,5
78994,197,497,29,4,3,1,4,1
78995,197,498,83,3,4,1,3,2
78996,197,499,36,3,5,6,5,6
78997,197,500,82,6,5,6,2,4
78998,198,199,13,4,5,2,1,6
78999,198,200,7,1,4,6,1,5
79000,198,201,2,4,5,2,3,6
79001,198,202,77,5,5,3,6,6
79002,198,203,80,5,2,3,5,6
79003,198,204,99,4,2,6,4,4
79004,198,205,98,1,6,3,2,4
79005,198,206,72,6,4,6,1,5
79006,198,207,77,5,2,5,5,6
79007,198,208,76,2,1,6,6,5
79008,198,209,61,6,2,5,3,3
79009,198,210,55,5,4,3,5,5
79010,198,211,42,3,4,1,6,2
79011,198,212,67,1,6,4,3,3
79012,198,213,82,4,5,5,5,6
79013,198,214,85,5,5,4,2,5
79014,198,215,97,2,2,6,3,4
79015,198,216,21,4,1,5,3,5
79016,198,217,90,5,5,1,1,6
79017,198,218,76,4,6,4,4,6
79018,198,219,16,2,3,1,5,3
79019,198,220,23,5,4,5,6,2
79020,198,221,49,5,5,6,4,4
79021,198,222,96,5,6,4,6,2
79022,198,223,46,6,2,2,3,3
79023,198,224,56,3,5,5,2,4
79024,198,225,27,4,2,2,4,2
79025,198,226,41,4,4,6,3,1
79026,198,227,37,1,4,6,5,1
79027,198,228,35,1,6,4,2,6
79028,198,229,56,4,2,2,1,6
79029,198,230,25,2,6,1,4,6
79030,198,231,57,2,6,3,4,3
79031,198,232,92,1,4,6,4,6
79032,198,233,2,5,5,2,4,2
79033,198,234,12,3,3,4,6,6
79034,198,235,19,4,3,4,5,1
79035,198,236,88,3,3,6,6,4
79036,198,237,39,6,2,5,4,2
79037,198,238,26,6,5,5,2,1
79038,198,239,24,3,1,5,2,6
79039,198,240,21,5,3,6,5,2
79040,198,241,96,6,4,4,3,1
79041,198,242,36,5,6,2,2,5
79042,198,243,19,3,5,1,3,2
79043,198,244,74,4,6,2,2,4
79044,198,245,4,6,4,5,1,5
79045,198,246,9,5,1,4,5,3
79046,198,247,88,2,5,6,6,1
79047,198,248,7,6,3,6,5,1
79048,198,249,35,1,1,2,1,6
79049,198,250,75,5,2,2,3,2
79050,198,251,26,6,4,5,5,1
79051,198,252,86,4,1,3,5,6
79052,198,253,76,2,6,1,4,6
79053,198,254,41,1,4,6,6,4
79054,198,255,70,6,2,4,1,1
79055,198,256,34,3,1,6,4,2
79056,198,257,67,4,3,2,1,1
79057,198,258,85,4,5,4,6,6
79058,198,259,64,5,3,2,3,6
79059,198,260,4,3,4,5,1,3
79060,198,261,88,6,4,4,5,2
79061,198,262,42,3,4,2,6,4
79062,198,263,59,4,6,2,3,4
79063,198,264,3,1,5,4,3,1
79064,198,265,40,6,1,6,3,5
79065,198,266,57,4,5,1,5,1
79066,198,267,58,6,6,3,1,5
79067,198,268,63,4,2,2,5,6
79068,198,269,82,6,1,1,3,6
79069,198,270,10,3,4,6,3,6
79070,198,271,19,2,3,3,4,3
79071,198,272,22,4,4,5,6,4
79072,198,273,41,2,1,4,2,5
79073,198,274,13,5,2,3,1,5
79074,198,275,61,2,5,4,2,2
79075,198,276,88,3,2,1,4,5
79076,198,277,17,3,6,6,6,4
79077,198,278,34,1,4,6,1,4
79078,198,279,75,5,3,2,3,4
79079,198,280,6,3,3,6,4,6
79080,198,281,95,3,3,2,3,1
79081,198,282,16,6,1,1,1,1
79082,198,283,33,1,2,3,2,1
79083,198,284,66,5,4,3,4,1
79084,198,285,22,4,6,4,5,3
79085,198,286,48,3,2,6,4,5
79086,198,287,37,5,2,1,3,6
79087,198,288,58,6,5,1,5,3
79088,198,289,79,6,6,6,3,2
79089,198,290,63,4,6,4,6,3
79090,198,291,100,6,2,1,5,6
79091,198,292,36,3,6,2,2,5
79092,198,293,24,4,4,2,5,1
79093,198,294,7,6,2,3,3,4
79094,198,295,20,5,1,4,2,1
79095,198,296,32,6,5,6,6,2
79096,198,297,75,5,2,5,1,6
79097,198,298,27,1,1,5,4,5
79098,198,299,79,1,6,1,3,1
79099,198,300,9,2,1,2,1,4
79100,198,301,19,3,3,4,6,6
79101,198,302,1,3,6,6,5,4
79102,198,303,43,2,5,5,6,5
79103,198,304,30,2,2,1,1,2
79104,198,305,84,1,4,5,6,5
79105,198,306,13,1,1,6,6,2
79106,198,307,46,2,1,2,1,4
79107,198,308,25,3,1,3,6,2
79108,198,309,78,3,6,1,1,5
79109,198,310,48,5,4,2,3,2
79110,198,311,40,4,3,5,2,6
79111,198,312,78,5,1,5,5,2
79112,198,313,58,4,1,1,1,5
79113,198,314,91,2,3,1,1,4
79114,198,315,89,2,4,3,3,3
79115,198,316,25,5,6,1,4,3
79116,198,317,37,1,3,3,4,1
79117,198,318,37,1,4,1,3,4
79118,198,319,66,3,4,2,1,2
79119,198,320,20,6,1,5,4,5
79120,198,321,33,1,5,3,5,1
79121,198,322,89,5,1,3,1,2
79122,198,323,93,6,2,1,1,2
79123,198,324,89,3,6,2,6,1
79124,198,325,56,2,3,5,5,6
79125,198,326,26,3,3,1,5,2
79126,198,327,7,4,3,6,1,3
79127,198,328,23,5,6,6,6,2
79128,198,329,34,3,4,6,1,6
79129,198,330,10,1,1,4,6,6
79130,198,331,88,2,6,3,4,1
79131,198,332,73,4,4,3,5,4
79132,198,333,78,5,4,1,3,5
79133,198,334,67,6,5,2,6,1
79134,198,335,54,4,2,5,2,3
79135,198,336,63,5,6,1,5,5
79136,198,337,18,6,1,1,6,5
79137,198,338,87,1,2,3,3,3
79138,198,339,37,5,6,4,4,5
79139,198,340,16,4,1,6,2,1
79140,198,341,5,4,1,4,5,3
79141,198,342,25,6,5,4,1,4
79142,198,343,65,3,1,1,6,5
79143,198,344,88,5,4,4,3,6
79144,198,345,46,3,1,1,6,2
79145,198,346,92,3,3,5,5,4
79146,198,347,11,4,3,1,4,3
79147,198,348,58,2,6,1,2,2
79148,198,349,36,4,6,4,6,6
79149,198,350,58,6,5,4,5,1
79150,198,351,77,5,3,6,1,2
79151,198,352,35,2,2,4,5,1
79152,198,353,71,2,1,1,1,6
79153,198,354,97,3,1,3,6,2
79154,198,355,36,6,1,5,5,3
79155,198,356,74,3,4,3,6,5
79156,198,357,50,4,6,4,3,3
79157,198,358,58,6,1,6,1,1
79158,198,359,92,4,4,6,2,4
79159,198,360,71,5,5,3,2,5
79160,198,361,27,2,6,3,4,6
79161,198,362,24,2,6,6,2,5
79162,198,363,22,4,1,1,4,1
79163,198,364,3,6,2,6,2,1
79164,198,365,57,5,2,6,4,4
79165,198,366,18,3,4,2,2,5
79166,198,367,72,5,4,6,5,3
79167,198,368,99,4,2,6,1,5
79168,198,369,14,6,3,1,3,5
79169,198,370,85,3,3,6,5,5
79170,198,371,34,3,3,6,2,2
79171,198,372,10,4,3,5,1,1
79172,198,373,67,6,4,6,4,6
79173,198,374,73,4,4,1,6,5
79174,198,375,19,4,6,5,1,1
79175,198,376,9,2,3,1,2,5
79176,198,377,37,4,2,5,1,1
79177,198,378,100,5,1,4,2,2
79178,198,379,2,1,2,5,2,5
79179,198,380,82,2,1,6,1,3
79180,198,381,74,6,1,6,1,4
79181,198,382,11,6,1,1,1,4
79182,198,383,26,5,3,4,2,3
79183,198,384,63,4,5,3,2,4
79184,198,385,100,6,3,5,3,5
79185,198,386,37,1,1,6,6,2
79186,198,387,62,4,2,2,1,6
79187,198,388,53,4,2,5,3,6
79188,198,389,18,1,4,5,4,2
79189,198,390,90,3,6,4,3,1
79190,198,391,17,5,5,2,1,6
79191,198,392,58,1,4,6,3,3
79192,198,393,39,4,5,5,1,4
79193,198,394,33,1,3,1,3,5
79194,198,395,51,6,1,2,3,5
79195,198,396,52,2,5,4,5,4
79196,198,397,77,1,1,6,2,2
79197,198,398,82,2,5,2,6,1
79198,198,399,28,6,5,2,2,1
79199,198,400,43,4,4,6,4,4
79200,198,401,3,2,3,6,3,5
79201,198,402,75,4,4,5,5,3
79202,198,403,17,1,1,2,2,4
79203,198,404,78,2,1,3,5,5
79204,198,405,77,4,6,6,6,3
79205,198,406,36,4,6,3,4,1
79206,198,407,33,6,5,4,4,3
79207,198,408,88,2,1,5,5,3
79208,198,409,3,3,5,3,6,1
79209,198,410,16,3,1,1,1,3
79210,198,411,8,4,4,6,3,4
79211,198,412,79,1,3,3,5,3
79212,198,413,58,6,3,5,6,1
79213,198,414,30,3,1,5,4,2
79214,198,415,13,4,3,6,1,2
79215,198,416,12,1,6,1,2,1
79216,198,417,87,1,4,1,1,3
79217,198,418,2,5,6,6,4,4
79218,198,419,25,2,1,3,2,3
79219,198,420,28,2,2,5,1,2
79220,198,421,37,6,3,6,5,4
79221,198,422,52,2,5,4,2,1
79222,198,423,6,6,5,2,3,3
79223,198,424,14,5,5,6,3,3
79224,198,425,88,3,2,5,6,6
79225,198,426,60,4,5,4,2,4
79226,198,427,9,6,4,2,3,1
79227,198,428,85,6,1,2,2,5
79228,198,429,75,1,6,2,1,5
79229,198,430,95,3,3,4,5,3
79230,198,431,44,3,5,5,1,4
79231,198,432,57,6,4,4,2,3
79232,198,433,74,6,6,4,3,5
79233,198,434,68,3,6,2,1,1
79234,198,435,28,1,1,1,4,6
79235,198,436,51,2,2,1,3,4
79236,198,437,2,4,2,3,2,5
79237,198,438,97,1,5,4,3,3
79238,198,439,10,6,6,1,5,3
79239,198,440,73,2,5,3,6,2
79240,198,441,24,4,3,4,3,5
79241,198,442,75,2,5,3,3,2
79242,198,443,23,1,4,1,5,4
79243,198,444,68,6,3,5,3,1
79244,198,445,56,6,6,2,3,5
79245,198,446,98,3,4,1,2,4
79246,198,447,44,1,3,6,5,5
79247,198,448,24,6,5,5,6,6
79248,198,449,86,6,2,2,1,1
79249,198,450,10,4,4,6,6,1
79250,198,451,58,2,5,6,1,2
79251,198,452,33,6,6,4,6,2
79252,198,453,64,4,3,2,4,3
79253,198,454,86,2,1,1,6,2
79254,198,455,77,6,4,1,2,6
79255,198,456,22,2,3,5,3,3
79256,198,457,43,6,2,6,2,6
79257,198,458,33,1,3,5,2,4
79258,198,459,2,6,1,4,4,2
79259,198,460,39,1,1,2,1,4
79260,198,461,26,6,6,3,6,3
79261,198,462,64,4,1,1,4,1
79262,198,463,92,1,2,5,2,5
79263,198,464,33,3,3,4,2,4
79264,198,465,9,3,1,3,4,3
79265,198,466,61,3,4,5,3,6
79266,198,467,98,2,3,2,4,6
79267,198,468,68,6,6,5,4,5
79268,198,469,74,2,1,1,5,3
79269,198,470,93,2,6,1,3,6
79270,198,471,22,5,4,6,5,5
79271,198,472,49,4,6,2,3,1
79272,198,473,74,5,2,5,4,6
79273,198,474,63,4,2,2,1,2
79274,198,475,68,6,4,1,5,5
79275,198,476,72,6,5,6,5,1
79276,198,477,33,6,3,3,4,4
79277,198,478,100,4,6,3,6,2
79278,198,479,13,4,4,2,5,2
79279,198,480,64,3,4,4,6,5
79280,198,481,89,6,4,2,5,1
79281,198,482,21,4,6,1,6,5
79282,198,483,24,2,2,1,4,1
79283,198,484,57,4,4,4,3,1
79284,198,485,96,1,6,2,3,1
79285,198,486,39,1,4,2,3,6
79286,198,487,31,5,3,3,3,4
79287,198,488,45,6,3,3,5,6
79288,198,489,87,3,6,2,3,6
79289,198,490,58,6,5,2,4,5
79290,198,491,57,1,3,2,2,1
79291,198,492,18,4,6,5,3,2
79292,198,493,27,4,3,1,1,6
79293,198,494,72,5,6,6,3,6
79294,198,495,57,4,6,1,4,5
79295,198,496,55,6,5,5,2,4
79296,198,497,2,4,6,1,4,1
79297,198,498,3,6,6,4,1,5
79298,198,499,34,2,3,5,2,4
79299,198,500,92,6,3,5,6,1
79300,199,200,81,5,2,6,5,3
79301,199,201,100,1,6,6,6,4
79302,199,202,54,5,3,2,1,6
79303,199,203,77,2,4,6,6,5
79304,199,204,60,4,2,3,1,3
79305,199,205,69,4,4,2,1,4
79306,199,206,92,3,2,4,3,3
79307,199,207,93,2,5,3,2,5
79308,199,208,48,2,4,6,6,2
79309,199,209,22,4,1,1,2,5
79310,199,210,24,3,6,3,1,1
79311,199,211,79,3,5,4,2,1
79312,199,212,74,3,2,3,3,2
79313,199,213,79,2,2,1,1,4
79314,199,214,68,2,3,5,5,2
79315,199,215,97,5,5,3,1,5
79316,199,216,93,3,1,1,1,1
79317,199,217,76,3,4,2,2,2
79318,199,218,3,3,4,3,6,6
79319,199,219,93,4,3,1,5,5
79320,199,220,63,2,5,6,1,5
79321,199,221,55,6,5,4,1,5
79322,199,222,61,3,1,6,5,3
79323,199,223,12,3,3,4,6,4
79324,199,224,79,1,1,2,3,3
79325,199,225,14,3,4,2,4,5
79326,199,226,8,3,6,3,6,1
79327,199,227,55,5,6,6,6,3
79328,199,228,54,5,1,2,3,1
79329,199,229,45,4,2,3,6,1
79330,199,230,20,4,2,3,1,1
79331,199,231,64,5,4,1,5,2
79332,199,232,37,1,1,2,1,5
79333,199,233,93,4,3,2,1,5
79334,199,234,91,6,5,4,5,4
79335,199,235,65,5,1,4,2,6
79336,199,236,14,2,2,2,6,1
79337,199,237,24,3,3,4,4,6
79338,199,238,59,5,3,6,6,3
79339,199,239,50,3,6,2,6,5
79340,199,240,76,6,3,2,5,6
79341,199,241,12,5,5,1,2,4
79342,199,242,66,4,6,1,6,4
79343,199,243,16,1,3,4,4,1
79344,199,244,52,1,1,1,4,2
79345,199,245,67,3,6,3,6,5
79346,199,246,10,3,3,4,3,4
79347,199,247,84,1,2,2,6,4
79348,199,248,50,3,1,5,3,3
79349,199,249,72,6,3,5,1,6
79350,199,250,81,1,2,2,6,5
79351,199,251,29,6,5,6,5,3
79352,199,252,54,4,3,3,4,2
79353,199,253,84,6,1,6,3,4
79354,199,254,43,3,1,6,5,6
79355,199,255,51,4,1,4,2,4
79356,199,256,4,4,4,3,3,3
79357,199,257,16,2,5,6,1,3
79358,199,258,23,5,1,5,2,5
79359,199,259,18,5,1,1,2,3
79360,199,260,23,6,2,6,2,5
79361,199,261,70,6,3,3,1,3
79362,199,262,95,5,3,2,3,4
79363,199,263,91,2,1,5,6,1
79364,199,264,15,6,1,2,4,3
79365,199,265,8,3,4,1,4,5
79366,199,266,49,2,2,5,4,1
79367,199,267,5,4,2,6,6,6
79368,199,268,13,2,3,6,1,3
79369,199,269,85,5,1,4,2,4
79370,199,270,40,5,1,2,3,1
79371,199,271,63,1,2,4,2,3
79372,199,272,12,6,4,2,1,4
79373,199,273,54,5,4,6,6,1
79374,199,274,8,3,3,1,1,1
79375,199,275,75,6,6,6,5,2
79376,199,276,51,5,5,6,4,6
79377,199,277,45,2,6,3,6,3
79378,199,278,86,6,5,3,1,2
79379,199,279,45,2,2,2,4,2
79380,199,280,94,2,4,2,6,4
79381,199,281,1,5,4,4,3,5
79382,199,282,18,1,6,3,4,5
79383,199,283,1,4,4,2,4,5
79384,199,284,23,4,6,6,2,5
79385,199,285,26,5,4,5,5,6
79386,199,286,58,3,5,6,6,6
79387,199,287,7,5,6,3,2,2
79388,199,288,79,2,2,3,1,5
79389,199,289,93,4,5,2,5,6
79390,199,290,10,6,4,1,2,5
79391,199,291,64,1,1,2,1,5
79392,199,292,88,6,6,5,1,6
79393,199,293,84,4,4,3,3,1
79394,199,294,3,1,6,4,1,4
79395,199,295,65,3,1,1,1,5
79396,199,296,4,1,6,3,1,6
79397,199,297,20,6,4,3,5,2
79398,199,298,7,4,1,2,2,5
79399,199,299,32,3,3,3,2,6
79400,199,300,37,5,4,6,6,4
79401,199,301,31,3,4,4,6,6
79402,199,302,64,4,2,4,5,3
79403,199,303,61,6,5,3,2,2
79404,199,304,2,5,5,6,1,3
79405,199,305,10,4,5,1,4,6
79406,199,306,56,2,2,1,2,2
79407,199,307,24,3,5,5,6,6
79408,199,308,60,4,3,6,5,4
79409,199,309,43,3,6,3,5,6
79410,199,310,84,3,2,1,6,4
79411,199,311,34,4,2,3,6,1
79412,199,312,28,4,3,3,1,1
79413,199,313,13,2,5,1,2,5
79414,199,314,25,2,6,6,3,1
79415,199,315,13,1,3,2,3,1
79416,199,316,15,4,1,4,1,1
79417,199,317,70,2,6,4,1,2
79418,199,318,41,5,2,2,4,3
79419,199,319,21,1,1,4,4,5
79420,199,320,84,4,6,5,6,5
79421,199,321,17,2,3,1,5,1
79422,199,322,91,2,1,5,6,6
79423,199,323,46,6,6,1,1,3
79424,199,324,43,4,6,2,4,2
79425,199,325,68,4,5,5,1,5
79426,199,326,97,4,2,4,6,1
79427,199,327,7,2,6,1,3,4
79428,199,328,22,2,1,4,5,3
79429,199,329,96,2,4,4,1,6
79430,199,330,94,5,3,2,2,3
79431,199,331,12,1,5,5,3,6
79432,199,332,30,4,4,5,6,4
79433,199,333,51,4,5,2,5,3
79434,199,334,59,6,1,4,1,2
79435,199,335,36,1,4,6,6,5
79436,199,336,22,6,6,2,6,5
79437,199,337,76,2,5,5,3,6
79438,199,338,94,1,4,6,6,2
79439,199,339,69,6,5,6,5,6
79440,199,340,9,5,4,1,3,1
79441,199,341,70,3,6,4,3,4
79442,199,342,11,2,2,2,4,6
79443,199,343,77,1,6,2,4,2
79444,199,344,25,5,5,1,4,6
79445,199,345,50,1,3,6,2,4
79446,199,346,63,3,6,1,4,5
79447,199,347,86,5,4,4,5,1
79448,199,348,65,3,6,1,1,6
79449,199,349,90,4,4,1,5,4
79450,199,350,62,4,6,4,3,5
79451,199,351,95,3,6,3,5,4
79452,199,352,12,4,4,4,4,2
79453,199,353,20,6,3,4,1,1
79454,199,354,63,3,3,2,2,1
79455,199,355,89,6,1,4,3,1
79456,199,356,13,1,6,2,3,2
79457,199,357,20,6,1,4,1,5
79458,199,358,26,1,2,6,6,1
79459,199,359,29,1,4,3,6,1
79460,199,360,16,2,4,6,6,1
79461,199,361,52,6,3,4,3,6
79462,199,362,97,2,1,1,3,1
79463,199,363,74,4,5,1,1,2
79464,199,364,94,5,3,6,6,5
79465,199,365,60,1,1,2,6,4
79466,199,366,84,3,1,1,1,1
79467,199,367,23,3,3,2,6,2
79468,199,368,78,6,1,1,2,6
79469,199,369,43,1,4,6,6,6
79470,199,370,14,1,6,6,5,1
79471,199,371,84,4,2,5,2,1
79472,199,372,49,4,6,1,4,4
79473,199,373,60,3,1,5,4,5
79474,199,374,22,4,4,1,2,4
79475,199,375,61,3,3,4,6,3
79476,199,376,86,4,2,3,4,5
79477,199,377,35,1,5,1,5,4
79478,199,378,40,5,5,2,1,4
79479,199,379,39,5,1,6,6,6
79480,199,380,98,3,3,3,3,4
79481,199,381,21,5,4,4,4,5
79482,199,382,28,6,2,2,6,2
79483,199,383,66,6,2,4,1,3
79484,199,384,30,5,4,4,3,1
79485,199,385,11,3,4,3,2,1
79486,199,386,77,2,6,1,2,5
79487,199,387,52,2,5,2,4,5
79488,199,388,64,5,5,1,4,2
79489,199,389,37,1,1,6,1,6
79490,199,390,100,1,2,3,3,5
79491,199,391,24,6,1,3,3,6
79492,199,392,79,3,6,3,3,1
79493,199,393,5,2,2,1,6,1
79494,199,394,96,6,5,2,2,5
79495,199,395,82,2,5,5,3,4
79496,199,396,80,5,4,3,1,5
79497,199,397,6,5,2,2,3,2
79498,199,398,42,5,3,3,6,5
79499,199,399,39,1,1,2,5,5
79500,199,400,73,3,3,5,4,4
79501,199,401,59,3,1,3,2,6
79502,199,402,4,1,3,1,2,2
79503,199,403,28,5,4,6,2,1
79504,199,404,14,1,4,6,4,6
79505,199,405,25,6,2,5,6,4
79506,199,406,10,4,5,3,5,4
79507,199,407,14,2,1,2,3,6
79508,199,408,4,6,6,1,5,4
79509,199,409,32,6,5,4,6,4
79510,199,410,23,5,5,2,2,4
79511,199,411,49,4,6,4,3,1
79512,199,412,88,1,5,4,1,4
79513,199,413,84,5,5,4,6,4
79514,199,414,67,5,3,1,4,6
79515,199,415,26,6,3,4,1,4
79516,199,416,29,5,1,3,4,1
79517,199,417,14,6,2,2,5,1
79518,199,418,15,2,6,5,1,1
79519,199,419,63,4,6,5,2,5
79520,199,420,83,3,4,3,3,2
79521,199,421,67,5,1,5,6,1
79522,199,422,78,6,6,3,6,6
79523,199,423,74,2,4,3,3,2
79524,199,424,89,3,6,3,6,3
79525,199,425,42,5,6,2,6,5
79526,199,426,82,5,4,6,2,3
79527,199,427,26,5,2,6,3,2
79528,199,428,84,5,5,4,2,5
79529,199,429,80,2,6,4,6,3
79530,199,430,37,2,6,4,5,3
79531,199,431,17,1,5,5,4,2
79532,199,432,84,3,6,3,1,3
79533,199,433,47,4,5,6,5,4
79534,199,434,39,6,6,5,2,3
79535,199,435,7,1,3,6,4,1
79536,199,436,44,6,6,1,4,3
79537,199,437,85,6,5,6,2,2
79538,199,438,70,2,1,1,3,2
79539,199,439,91,6,6,1,4,1
79540,199,440,48,3,1,4,2,6
79541,199,441,78,2,4,5,5,4
79542,199,442,28,2,1,2,6,6
79543,199,443,51,6,6,2,2,2
79544,199,444,79,4,5,1,5,2
79545,199,445,70,3,5,6,4,4
79546,199,446,61,4,6,4,2,2
79547,199,447,2,1,3,6,4,4
79548,199,448,61,3,4,6,4,6
79549,199,449,57,5,2,2,6,2
79550,199,450,19,2,2,2,3,1
79551,199,451,37,2,1,6,4,3
79552,199,452,76,5,3,5,2,4
79553,199,453,100,3,6,6,3,4
79554,199,454,92,4,4,2,1,1
79555,199,455,70,6,2,5,1,5
79556,199,456,92,4,1,3,3,1
79557,199,457,66,5,2,6,1,6
79558,199,458,30,1,6,6,1,2
79559,199,459,14,4,2,2,3,3
79560,199,460,51,5,5,2,6,4
79561,199,461,80,1,6,2,2,1
79562,199,462,77,3,5,6,6,6
79563,199,463,96,1,4,6,1,3
79564,199,464,59,5,1,3,5,5
79565,199,465,88,6,6,5,5,4
79566,199,466,35,3,4,2,2,3
79567,199,467,96,6,1,6,6,6
79568,199,468,98,5,3,5,6,4
79569,199,469,41,2,4,5,2,4
79570,199,470,22,2,5,2,4,6
79571,199,471,8,2,4,5,2,3
79572,199,472,46,5,3,5,3,5
79573,199,473,14,3,3,1,1,3
79574,199,474,53,5,6,5,2,1
79575,199,475,9,1,2,6,6,5
79576,199,476,7,2,6,2,1,5
79577,199,477,95,6,5,4,4,4
79578,199,478,97,2,1,4,6,6
79579,199,479,13,5,5,3,5,6
79580,199,480,2,1,6,3,3,1
79581,199,481,64,2,5,1,5,4
79582,199,482,84,3,5,2,6,5
79583,199,483,21,4,4,6,4,3
79584,199,484,67,5,4,4,4,6
79585,199,485,44,4,6,3,5,5
79586,199,486,4,2,2,6,4,2
79587,199,487,14,3,2,4,4,2
79588,199,488,4,2,3,2,2,4
79589,199,489,22,6,5,2,2,3
79590,199,490,94,6,3,1,2,6
79591,199,491,69,6,5,3,4,6
79592,199,492,33,2,2,4,6,5
79593,199,493,80,5,5,3,1,3
79594,199,494,89,2,4,3,2,5
79595,199,495,94,5,6,2,3,6
79596,199,496,25,2,6,6,6,6
79597,199,497,44,4,3,2,1,3
79598,199,498,60,4,1,1,6,2
79599,199,499,59,2,4,3,2,4
79600,199,500,47,4,1,1,4,1
79601,200,201,36,5,3,2,2,2
79602,200,202,49,4,4,1,3,3
79603,200,203,22,3,4,1,1,6
79604,200,204,82,3,2,2,6,5
79605,200,205,42,1,1,2,5,3
79606,200,206,49,1,6,5,3,1
79607,200,207,11,2,2,5,2,3
79608,200,208,54,3,4,2,4,2
79609,200,209,84,3,5,2,3,5
79610,200,210,74,6,4,2,6,3
79611,200,211,86,6,2,3,2,4
79612,200,212,11,4,6,1,3,6
79613,200,213,39,3,6,4,4,3
79614,200,214,99,6,4,6,2,4
79615,200,215,4,4,1,4,6,1
79616,200,216,92,1,4,6,1,4
79617,200,217,2,5,1,4,2,4
79618,200,218,60,4,3,5,4,2
79619,200,219,2,5,5,2,1,5
79620,200,220,26,4,4,3,5,5
79621,200,221,10,6,6,3,2,1
79622,200,222,21,6,6,6,1,4
79623,200,223,48,4,1,1,6,4
79624,200,224,6,6,4,2,4,4
79625,200,225,21,3,5,4,4,5
79626,200,226,99,5,3,5,2,5
79627,200,227,41,4,6,3,1,1
79628,200,228,77,5,2,5,2,5
79629,200,229,70,1,2,2,5,1
79630,200,230,24,4,1,1,1,6
79631,200,231,94,5,2,3,6,4
79632,200,232,40,5,3,1,4,6
79633,200,233,66,2,5,1,6,1
79634,200,234,94,4,5,2,6,6
79635,200,235,47,3,1,1,1,1
